full_text,cleasing,case_folding,tokenize,Filtering/stopword removal,stemming_data,sentiment
@tempodotco Jika waktu itu pemerijtah dukung penuh visi Dahlan Iskan unt kembangkan mobil listrik niscaya saat ini industri mobil listrik nasionalpun akan maju pesar Sayangnya Dahlan Iskan malah dipidanakan,Jika waktu itu pemerijtah dukung penuh visi Dahlan Iskan unt kembangkan mobil listrik niscaya saat ini industri mobil listrik nasionalpun akan maju pesar Sayangnya Dahlan Iskan malah dipidanakan,jika waktu itu pemerijtah dukung penuh visi dahlan iskan unt kembangkan mobil listrik niscaya saat ini industri mobil listrik nasionalpun akan maju pesar sayangnya dahlan iskan malah dipidanakan,"['jika', 'waktu', 'itu', 'pemerijtah', 'dukung', 'penuh', 'visi', 'dahlan', 'iskan', 'unt', 'kembangkan', 'mobil', 'listrik', 'niscaya', 'saat', 'ini', 'industri', 'mobil', 'listrik', 'nasionalpun', 'akan', 'maju', 'pesar', 'sayangnya', 'dahlan', 'iskan', 'malah', 'dipidanakan']","['pemerijtah', 'dukung', 'penuh', 'visi', 'dahlan', 'iskan', 'unt', 'kembangkan', 'mobil', 'listrik', 'niscaya', 'industri', 'mobil', 'listrik', 'nasionalpun', 'maju', 'pesar', 'sayangnya', 'dahlan', 'iskan', 'dipidanakan']",pemerijtah dukung penuh visi dahlan iskan unt kembang mobil listrik niscaya industri mobil listrik nasional maju sar sayang dahlan iskan pidana,1
@agarjelipuding ALL IN lebih bahaya lagi anak kecil usia SD udah berani bawa scooter listrik di jalan tengah kota musuhnya mobil ngeriiii bangget lihatnya kek gitu...,ALL IN lebih bahaya lagi anak kecil usia SD udah berani bawa scooter listrik di jalan tengah kota musuhnya mobil ngeriiii bangget lihatnya kek gitu,all in lebih bahaya lagi anak kecil usia sd udah berani bawa scooter listrik di jalan tengah kota musuhnya mobil ngeriiii bangget lihatnya kek gitu,"['all', 'in', 'lebih', 'bahaya', 'lagi', 'anak', 'kecil', 'usia', 'sd', 'udah', 'berani', 'bawa', 'scooter', 'listrik', 'di', 'jalan', 'tengah', 'kota', 'musuhnya', 'mobil', 'ngeriiii', 'bangget', 'lihatnya', 'kek', 'gitu']","['all', 'in', 'bahaya', 'anak', 'usia', 'sd', 'udah', 'berani', 'bawa', 'scooter', 'listrik', 'jalan', 'kota', 'musuhnya', 'mobil', 'ngeriiii', 'bangget', 'lihatnya', 'kek', 'gitu']",all in bahaya anak usia sd udah berani bawa scooter listrik jalan kota musuh mobil ngeriiii bangget lihat kek gitu,1
@innovacommunity Kalo mainan mobil eropa masih tanya gitu mending beli sepeda listrik aja,Kalo mainan mobil eropa masih tanya gitu mending beli sepeda listrik aja,kalo mainan mobil eropa masih tanya gitu mending beli sepeda listrik aja,"['kalo', 'mainan', 'mobil', 'eropa', 'masih', 'tanya', 'gitu', 'mending', 'beli', 'sepeda', 'listrik', 'aja']","['kalo', 'mainan', 'mobil', 'eropa', 'gitu', 'mending', 'beli', 'sepeda', 'listrik', 'aja']",kalo main mobil eropa gitu mending beli sepeda listrik aja,1
Namun kredit sebagai mobil listrik pertama yang diakui di dunia ialah Flocken Elektrowagen karya Andreas Flocken pada 1888 di Jerman. Desain mobil listriknya saat itu masih sesuai zamannya. Bentuknya ala tempat duduk kereta kuda. #PLN #UnleashingEnergyandBeyond #PLNDisjatim,Namun kredit sebagai mobil listrik pertama yang diakui di dunia ialah Flocken Elektrowagen karya Andreas Flocken pada  di Jerman Desain mobil listriknya saat itu masih sesuai zamannya Bentuknya ala tempat duduk kereta kuda PLN UnleashingEnergyandBeyond PLNDisjatim,namun kredit sebagai mobil listrik pertama yang diakui di dunia ialah flocken elektrowagen karya andreas flocken pada  di jerman desain mobil listriknya saat itu masih sesuai zamannya bentuknya ala tempat duduk kereta kuda pln unleashingenergyandbeyond plndisjatim,"['namun', 'kredit', 'sebagai', 'mobil', 'listrik', 'pertama', 'yang', 'diakui', 'di', 'dunia', 'ialah', 'flocken', 'elektrowagen', 'karya', 'andreas', 'flocken', 'pada', 'di', 'jerman', 'desain', 'mobil', 'listriknya', 'saat', 'itu', 'masih', 'sesuai', 'zamannya', 'bentuknya', 'ala', 'tempat', 'duduk', 'kereta', 'kuda', 'pln', 'unleashingenergyandbeyond', 'plndisjatim']","['kredit', 'mobil', 'listrik', 'diakui', 'dunia', 'flocken', 'elektrowagen', 'karya', 'andreas', 'flocken', 'jerman', 'desain', 'mobil', 'listriknya', 'sesuai', 'zamannya', 'bentuknya', 'ala', 'duduk', 'kereta', 'kuda', 'pln', 'unleashingenergyandbeyond', 'plndisjatim']",kredit mobil listrik aku dunia flocken elektrowagen karya andreas flocken jerman desain mobil listrik sesuai zaman bentuk ala duduk kereta kuda pln unleashingenergyandbeyond plndisjatim,1
@eDzulfikar 3anak 1suami sehari 500rb ga cukup untuk harian blm termasuk gaji 2 art listrik air cicilan mobil dll. Gaya hidup emang babi.,anak suami sehari rb ga cukup untuk harian blm termasuk gaji  art listrik air cicilan mobil dll Gaya hidup emang babi,anak suami sehari rb ga cukup untuk harian blm termasuk gaji  art listrik air cicilan mobil dll gaya hidup emang babi,"['anak', 'suami', 'sehari', 'rb', 'ga', 'cukup', 'untuk', 'harian', 'blm', 'termasuk', 'gaji', 'art', 'listrik', 'air', 'cicilan', 'mobil', 'dll', 'gaya', 'hidup', 'emang', 'babi']","['anak', 'suami', 'sehari', 'rb', 'ga', 'harian', 'blm', 'gaji', 'art', 'listrik', 'air', 'cicilan', 'mobil', 'dll', 'gaya', 'hidup', 'emang', 'babi']",anak suami hari rb ga hari blm gaji art listrik air cicil mobil dll gaya hidup emang babi,1
@jogmfs Nurutku enggak sih. Kayak gini deh makan di mall paling enggak habisnya 100k. Belum bensin pertamax buat mobil. Blm internet-listrik. Paling enggak 20jt-lah . Mumpung bermimpi masih boleh,Nurutku enggak sih Kayak gini deh makan di mall paling enggak habisnya k Belum bensin pertamax buat mobil Blm internetlistrik Paling enggak jtlah  Mumpung bermimpi masih boleh,nurutku enggak sih kayak gini deh makan di mall paling enggak habisnya k belum bensin pertamax buat mobil blm internetlistrik paling enggak jtlah  mumpung bermimpi masih boleh,"['nurutku', 'enggak', 'sih', 'kayak', 'gini', 'deh', 'makan', 'di', 'mall', 'paling', 'enggak', 'habisnya', 'k', 'belum', 'bensin', 'pertamax', 'buat', 'mobil', 'blm', 'internetlistrik', 'paling', 'enggak', 'jtlah', 'mumpung', 'bermimpi', 'masih', 'boleh']","['nurutku', 'sih', 'kayak', 'gini', 'deh', 'makan', 'mall', 'habisnya', 'k', 'bensin', 'pertamax', 'mobil', 'blm', 'internetlistrik', 'jtlah', 'mumpung', 'bermimpi']",nurutku sih kayak gin deh makan mall habis k bensin pertamax mobil blm internetlistrik jtlah mumpung mimpi,1
@IltsarA pluss bgt om udah mobil listrik tp component corenya jg ditanggung lg keren bgt emang wuling binguo ev,pluss bgt om udah mobil listrik tp component corenya jg ditanggung lg keren bgt emang wuling binguo ev,pluss bgt om udah mobil listrik tp component corenya jg ditanggung lg keren bgt emang wuling binguo ev,"['pluss', 'bgt', 'om', 'udah', 'mobil', 'listrik', 'tp', 'component', 'corenya', 'jg', 'ditanggung', 'lg', 'keren', 'bgt', 'emang', 'wuling', 'binguo', 'ev']","['pluss', 'bgt', 'om', 'udah', 'mobil', 'listrik', 'tp', 'component', 'corenya', 'jg', 'ditanggung', 'lg', 'keren', 'bgt', 'emang', 'wuling', 'binguo', 'ev']",pluss bgt om udah mobil listrik tp component corenya jg tanggung lg keren bgt emang wuling binguo ev,1
@Saltojempalikan @milan_karbitan @Samsulhuda1988 @SiaranBolaLive Internet aja kejet2 kadang malah sinyalnya E..itu sinyal apa balapan mobil listrik formula,Internet aja kejet kadang malah sinyalnya Eitu sinyal apa balapan mobil listrik formula,internet aja kejet kadang malah sinyalnya eitu sinyal apa balapan mobil listrik formula,"['internet', 'aja', 'kejet', 'kadang', 'malah', 'sinyalnya', 'eitu', 'sinyal', 'apa', 'balapan', 'mobil', 'listrik', 'formula']","['internet', 'aja', 'kejet', 'kadang', 'sinyalnya', 'eitu', 'sinyal', 'balapan', 'mobil', 'listrik', 'formula']",internet aja jet kadang sinyal eitu sinyal balap mobil listrik formula,1
@ferrykoto 10 meter kubik air itu setara dengan 10 ribu liter atau setara isi tangki mobil BBM Pertamina ukuran terbesar. Berapa biaya listrik untuk memompa 620 ribu meter kubik air setiap bulan? Orang bego dan besar mulut macam kau gak usah lah ikutan ngebacot hal yang kau tak paham.,meter kubik air itu setara dengan  ribu liter atau setara isi tangki mobil BBM Pertamina ukuran terbesar Berapa biaya listrik untuk memompa  ribu meter kubik air setiap bulan Orang bego dan besar mulut macam kau gak usah lah ikutan ngebacot hal yang kau tak paham,meter kubik air itu setara dengan  ribu liter atau setara isi tangki mobil bbm pertamina ukuran terbesar berapa biaya listrik untuk memompa  ribu meter kubik air setiap bulan orang bego dan besar mulut macam kau gak usah lah ikutan ngebacot hal yang kau tak paham,"['meter', 'kubik', 'air', 'itu', 'setara', 'dengan', 'ribu', 'liter', 'atau', 'setara', 'isi', 'tangki', 'mobil', 'bbm', 'pertamina', 'ukuran', 'terbesar', 'berapa', 'biaya', 'listrik', 'untuk', 'memompa', 'ribu', 'meter', 'kubik', 'air', 'setiap', 'bulan', 'orang', 'bego', 'dan', 'besar', 'mulut', 'macam', 'kau', 'gak', 'usah', 'lah', 'ikutan', 'ngebacot', 'hal', 'yang', 'kau', 'tak', 'paham']","['meter', 'kubik', 'air', 'setara', 'ribu', 'liter', 'setara', 'isi', 'tangki', 'mobil', 'bbm', 'pertamina', 'ukuran', 'terbesar', 'biaya', 'listrik', 'memompa', 'ribu', 'meter', 'kubik', 'air', 'orang', 'bego', 'mulut', 'kau', 'gak', 'ikutan', 'ngebacot', 'kau', 'paham']",meter kubik air tara ribu liter tara isi tangki mobil bbm pertamina ukur besar biaya listrik pompa ribu meter kubik air orang bego mulut kau gak ikut ngebacot kau paham,1
@akuuwuphobia Aku masih ga kebayang kalau mobil listrik tu ga ada engine start.,Aku masih ga kebayang kalau mobil listrik tu ga ada engine start,aku masih ga kebayang kalau mobil listrik tu ga ada engine start,"['aku', 'masih', 'ga', 'kebayang', 'kalau', 'mobil', 'listrik', 'tu', 'ga', 'ada', 'engine', 'start']","['ga', 'kebayang', 'mobil', 'listrik', 'tu', 'ga', 'engine', 'start']",ga bayang mobil listrik tu ga engine start,1
beberapa kali ketemu mobil wuling listrik kuecil gitu harganya berapaan ya? siapa tau affordable,beberapa kali ketemu mobil wuling listrik kuecil gitu harganya berapaan ya siapa tau affordable,beberapa kali ketemu mobil wuling listrik kuecil gitu harganya berapaan ya siapa tau affordable,"['beberapa', 'kali', 'ketemu', 'mobil', 'wuling', 'listrik', 'kuecil', 'gitu', 'harganya', 'berapaan', 'ya', 'siapa', 'tau', 'affordable']","['kali', 'ketemu', 'mobil', 'wuling', 'listrik', 'kuecil', 'gitu', 'harganya', 'berapaan', 'ya', 'tau', 'affordable']",kali ketemu mobil wuling listrik kuecil gitu harga berapa ya tau affordable,1
@Pai_C1 Tandingannya harus emak emak yang bawa mobil maung pindad dari arah si motor listrik,Tandingannya harus emak emak yang bawa mobil maung pindad dari arah si motor listrik,tandingannya harus emak emak yang bawa mobil maung pindad dari arah si motor listrik,"['tandingannya', 'harus', 'emak', 'emak', 'yang', 'bawa', 'mobil', 'maung', 'pindad', 'dari', 'arah', 'si', 'motor', 'listrik']","['tandingannya', 'emak', 'emak', 'bawa', 'mobil', 'maung', 'pindad', 'arah', 'si', 'motor', 'listrik']",tanding emak emak bawa mobil maung pindad arah si motor listrik,1
Presiden Amerika Serikat Joe Biden mengungkapkan kekhawatirannya terhadap mobil listrik asal China yang mungkin mengumpulkan data sensitif di Amerika Serikat Kalau beneran bakal bahaya banget nih Blistener! #MorningVoice,Presiden Amerika Serikat Joe Biden mengungkapkan kekhawatirannya terhadap mobil listrik asal China yang mungkin mengumpulkan data sensitif di Amerika Serikat Kalau beneran bakal bahaya banget nih Blistener MorningVoice,presiden amerika serikat joe biden mengungkapkan kekhawatirannya terhadap mobil listrik asal china yang mungkin mengumpulkan data sensitif di amerika serikat kalau beneran bakal bahaya banget nih blistener morningvoice,"['presiden', 'amerika', 'serikat', 'joe', 'biden', 'mengungkapkan', 'kekhawatirannya', 'terhadap', 'mobil', 'listrik', 'asal', 'china', 'yang', 'mungkin', 'mengumpulkan', 'data', 'sensitif', 'di', 'amerika', 'serikat', 'kalau', 'beneran', 'bakal', 'bahaya', 'banget', 'nih', 'blistener', 'morningvoice']","['presiden', 'amerika', 'serikat', 'joe', 'biden', 'kekhawatirannya', 'mobil', 'listrik', 'china', 'mengumpulkan', 'data', 'sensitif', 'amerika', 'serikat', 'beneran', 'bahaya', 'banget', 'nih', 'blistener', 'morningvoice']",presiden amerika serikat joe biden khawatir mobil listrik china kumpul data sensitif amerika serikat beneran bahaya banget nih blistener morningvoice,1
Pemudik yang memakai mobil listrik tidak perlu khawatir sudah tersedia puluhan SPKLU termasuk di tempat istirahat (rest area) tol.,Pemudik yang memakai mobil listrik tidak perlu khawatir sudah tersedia puluhan SPKLU termasuk di tempat istirahat rest area tol,pemudik yang memakai mobil listrik tidak perlu khawatir sudah tersedia puluhan spklu termasuk di tempat istirahat rest area tol,"['pemudik', 'yang', 'memakai', 'mobil', 'listrik', 'tidak', 'perlu', 'khawatir', 'sudah', 'tersedia', 'puluhan', 'spklu', 'termasuk', 'di', 'tempat', 'istirahat', 'rest', 'area', 'tol']","['pemudik', 'memakai', 'mobil', 'listrik', 'khawatir', 'tersedia', 'puluhan', 'spklu', 'istirahat', 'rest', 'area', 'tol']",mudik pakai mobil listrik khawatir sedia puluh spklu istirahat rest area tol,1
Jumlah kendaraan listrik hingga akhir 2023 sudah mencapai lebih dari 108.000 unit. Biasanya pada waktu subuh akan ada banyak pemudik yang menggunakan mobil listrik yang melalui jalur tol.,Jumlah kendaraan listrik hingga akhir  sudah mencapai lebih dari  unit Biasanya pada waktu subuh akan ada banyak pemudik yang menggunakan mobil listrik yang melalui jalur tol,jumlah kendaraan listrik hingga akhir  sudah mencapai lebih dari  unit biasanya pada waktu subuh akan ada banyak pemudik yang menggunakan mobil listrik yang melalui jalur tol,"['jumlah', 'kendaraan', 'listrik', 'hingga', 'akhir', 'sudah', 'mencapai', 'lebih', 'dari', 'unit', 'biasanya', 'pada', 'waktu', 'subuh', 'akan', 'ada', 'banyak', 'pemudik', 'yang', 'menggunakan', 'mobil', 'listrik', 'yang', 'melalui', 'jalur', 'tol']","['kendaraan', 'listrik', 'mencapai', 'unit', 'subuh', 'pemudik', 'mobil', 'listrik', 'jalur', 'tol']",kendara listrik capai unit subuh mudik mobil listrik jalur tol,1
@worksfess Sini kos aku ragunan masi ada 1 sejeti ex listrik aja. Wifi dapur kulkas ada. Pqrkir mobil luassss,Sini kos aku ragunan masi ada  sejeti ex listrik aja Wifi dapur kulkas ada Pqrkir mobil luassss,sini kos aku ragunan masi ada  sejeti ex listrik aja wifi dapur kulkas ada pqrkir mobil luassss,"['sini', 'kos', 'aku', 'ragunan', 'masi', 'ada', 'sejeti', 'ex', 'listrik', 'aja', 'wifi', 'dapur', 'kulkas', 'ada', 'pqrkir', 'mobil', 'luassss']","['kos', 'ragunan', 'masi', 'sejeti', 'ex', 'listrik', 'aja', 'wifi', 'dapur', 'kulkas', 'pqrkir', 'mobil', 'luassss']",kos ragunan mas jet ex listrik aja wifi dapur kulkas pqrkir mobil luassss,1
@Syukurnikmat_ @mrzuthm @ridwanhr mana ada pak mobil listrik swap baterai,mana ada pak mobil listrik swap baterai,mana ada pak mobil listrik swap baterai,"['mana', 'ada', 'pak', 'mobil', 'listrik', 'swap', 'baterai']","['mobil', 'listrik', 'swap', 'baterai']",mobil listrik swap baterai,1
@seo_jiwoohalu @innovacommunity @pak_anggoro @tegarsegara Ya ada lah bang Semua mesin internal combustion ya pasti pake clutch. Kalo ngga ya pas langsam nya gimana? Sama aja kaya motor matic cvt kan ada toh clutch nya? Kecuali mobil listrik barubga butuh clutch,Ya ada lah bang Semua mesin internal combustion ya pasti pake clutch Kalo ngga ya pas langsam nya gimana Sama aja kaya motor matic cvt kan ada toh clutch nya Kecuali mobil listrik barubga butuh clutch,ya ada lah bang semua mesin internal combustion ya pasti pake clutch kalo ngga ya pas langsam nya gimana sama aja kaya motor matic cvt kan ada toh clutch nya kecuali mobil listrik barubga butuh clutch,"['ya', 'ada', 'lah', 'bang', 'semua', 'mesin', 'internal', 'combustion', 'ya', 'pasti', 'pake', 'clutch', 'kalo', 'ngga', 'ya', 'pas', 'langsam', 'nya', 'gimana', 'sama', 'aja', 'kaya', 'motor', 'matic', 'cvt', 'kan', 'ada', 'toh', 'clutch', 'nya', 'kecuali', 'mobil', 'listrik', 'barubga', 'butuh', 'clutch']","['ya', 'bang', 'mesin', 'internal', 'combustion', 'ya', 'pake', 'clutch', 'kalo', 'ngga', 'ya', 'pas', 'langsam', 'nya', 'gimana', 'aja', 'kaya', 'motor', 'matic', 'cvt', 'clutch', 'nya', 'kecuali', 'mobil', 'listrik', 'barubga', 'butuh', 'clutch']",ya bang mesin internal combustion ya pake clutch kalo ngga ya pas langsam nya gimana aja kaya motor matic cvt clutch nya kecuali mobil listrik barubga butuh clutch,1
@AriesTruss Banyak sekali perusahaan dan perkebunan sawit tambang nikel perusahaan mobil listrik dll. Semua bisa mudah Luhut dapat ketika dia menjadi penguasa. Jokowi turun sudah pasti di tua bang ke ini wajib dipenjara,Banyak sekali perusahaan dan perkebunan sawit tambang nikel perusahaan mobil listrik dll Semua bisa mudah Luhut dapat ketika dia menjadi penguasa Jokowi turun sudah pasti di tua bang ke ini wajib dipenjara,banyak sekali perusahaan dan perkebunan sawit tambang nikel perusahaan mobil listrik dll semua bisa mudah luhut dapat ketika dia menjadi penguasa jokowi turun sudah pasti di tua bang ke ini wajib dipenjara,"['banyak', 'sekali', 'perusahaan', 'dan', 'perkebunan', 'sawit', 'tambang', 'nikel', 'perusahaan', 'mobil', 'listrik', 'dll', 'semua', 'bisa', 'mudah', 'luhut', 'dapat', 'ketika', 'dia', 'menjadi', 'penguasa', 'jokowi', 'turun', 'sudah', 'pasti', 'di', 'tua', 'bang', 'ke', 'ini', 'wajib', 'dipenjara']","['perusahaan', 'perkebunan', 'sawit', 'tambang', 'nikel', 'perusahaan', 'mobil', 'listrik', 'dll', 'mudah', 'luhut', 'penguasa', 'jokowi', 'turun', 'tua', 'bang', 'wajib', 'dipenjara']",usaha kebun sawit tambang nikel usaha mobil listrik dll mudah luhut kuasa jokowi turun tua bang wajib penjara,1
@MrOngDedy 2 buah busi mobil dan token listrik,buah busi mobil dan token listrik,buah busi mobil dan token listrik,"['buah', 'busi', 'mobil', 'dan', 'token', 'listrik']","['buah', 'busi', 'mobil', 'token', 'listrik']",buah busi mobil token listrik,1
@tanyakanrl tenggelem hampir ketabrak mobil kesetrum listrik,tenggelem hampir ketabrak mobil kesetrum listrik,tenggelem hampir ketabrak mobil kesetrum listrik,"['tenggelem', 'hampir', 'ketabrak', 'mobil', 'kesetrum', 'listrik']","['tenggelem', 'ketabrak', 'mobil', 'kesetrum', 'listrik']",tenggelem tabrak mobil setrum listrik,1
@LooselyComrades Mobil mini itu yang listrik . Semalem main relay buah-buahan nih ueueue agak struggle dikit tapi untungnya dapet point banyak &gt;__&lt;! Aku gak sabar main relay sama kamu nnti . MANA BAHU MU YANG MINI ITUUU? :( gapapa! Anak kecil emang harus bobo cepet,Mobil mini itu yang listrik  Semalem main relay buahbuahan nih ueueue agak struggle dikit tapi untungnya dapet point banyak gtlt Aku gak sabar main relay sama kamu nnti  MANA BAHU MU YANG MINI ITUUU  gapapa Anak kecil emang harus bobo cepet,mobil mini itu yang listrik  semalem main relay buahbuahan nih ueueue agak struggle dikit tapi untungnya dapet point banyak gtlt aku gak sabar main relay sama kamu nnti  mana bahu mu yang mini ituuu  gapapa anak kecil emang harus bobo cepet,"['mobil', 'mini', 'itu', 'yang', 'listrik', 'semalem', 'main', 'relay', 'buahbuahan', 'nih', 'ueueue', 'agak', 'struggle', 'dikit', 'tapi', 'untungnya', 'dapet', 'point', 'banyak', 'gtlt', 'aku', 'gak', 'sabar', 'main', 'relay', 'sama', 'kamu', 'nnti', 'mana', 'bahu', 'mu', 'yang', 'mini', 'ituuu', 'gapapa', 'anak', 'kecil', 'emang', 'harus', 'bobo', 'cepet']","['mobil', 'mini', 'listrik', 'semalem', 'main', 'relay', 'buahbuahan', 'nih', 'ueueue', 'struggle', 'dikit', 'untungnya', 'dapet', 'point', 'gtlt', 'gak', 'sabar', 'main', 'relay', 'nnti', 'bahu', 'mu', 'mini', 'ituuu', 'gapapa', 'anak', 'emang', 'bobo', 'cepet']",mobil mini listrik semalem main relay buahbuahan nih ueueue struggle dikit untung dapet point gtlt gak sabar main relay nnti bahu mu mini ituuu gapapa anak emang bobo cepet,1
@syekh_kyai_lmao Gak ada. Logikanya sama kayak bagus ga pakai mobil listrik bagus dan harus. Tapi belum mampu dan butuh kalau udah mampu ya ga akan pakai mobil bahan bakar fosil. Lagian boeing dapat duit dari maskapai naik boeing tergantung maskapai cuma berharap suatu saat ganti airbus.,Gak ada Logikanya sama kayak bagus ga pakai mobil listrik bagus dan harus Tapi belum mampu dan butuh kalau udah mampu ya ga akan pakai mobil bahan bakar fosil Lagian boeing dapat duit dari maskapai naik boeing tergantung maskapai cuma berharap suatu saat ganti airbus,gak ada logikanya sama kayak bagus ga pakai mobil listrik bagus dan harus tapi belum mampu dan butuh kalau udah mampu ya ga akan pakai mobil bahan bakar fosil lagian boeing dapat duit dari maskapai naik boeing tergantung maskapai cuma berharap suatu saat ganti airbus,"['gak', 'ada', 'logikanya', 'sama', 'kayak', 'bagus', 'ga', 'pakai', 'mobil', 'listrik', 'bagus', 'dan', 'harus', 'tapi', 'belum', 'mampu', 'dan', 'butuh', 'kalau', 'udah', 'mampu', 'ya', 'ga', 'akan', 'pakai', 'mobil', 'bahan', 'bakar', 'fosil', 'lagian', 'boeing', 'dapat', 'duit', 'dari', 'maskapai', 'naik', 'boeing', 'tergantung', 'maskapai', 'cuma', 'berharap', 'suatu', 'saat', 'ganti', 'airbus']","['gak', 'logikanya', 'kayak', 'bagus', 'ga', 'pakai', 'mobil', 'listrik', 'bagus', 'butuh', 'udah', 'ya', 'ga', 'pakai', 'mobil', 'bahan', 'bakar', 'fosil', 'boeing', 'duit', 'maskapai', 'boeing', 'tergantung', 'maskapai', 'berharap', 'ganti', 'airbus']",gak logika kayak bagus ga pakai mobil listrik bagus butuh udah ya ga pakai mobil bahan bakar fosil boeing duit maskapai boeing gantung maskapai harap ganti airbus,1
@ibabrogsan @grizzlyawn Pantesaaann ... Pdhl dl jg pernah gt lupa jaman ibl apa nbl gt. Tiba tiba langsung mati listrik. Pas di cek beneran ada mobil parkir di atas makam.,Pantesaaann  Pdhl dl jg pernah gt lupa jaman ibl apa nbl gt Tiba tiba langsung mati listrik Pas di cek beneran ada mobil parkir di atas makam,pantesaaann  pdhl dl jg pernah gt lupa jaman ibl apa nbl gt tiba tiba langsung mati listrik pas di cek beneran ada mobil parkir di atas makam,"['pantesaaann', 'pdhl', 'dl', 'jg', 'pernah', 'gt', 'lupa', 'jaman', 'ibl', 'apa', 'nbl', 'gt', 'tiba', 'tiba', 'langsung', 'mati', 'listrik', 'pas', 'di', 'cek', 'beneran', 'ada', 'mobil', 'parkir', 'di', 'atas', 'makam']","['pantesaaann', 'pdhl', 'dl', 'jg', 'gt', 'lupa', 'jaman', 'ibl', 'nbl', 'gt', 'langsung', 'mati', 'listrik', 'pas', 'cek', 'beneran', 'mobil', 'parkir', 'makam']",pantesaaann pdhl dl jg gt lupa jaman ibl nbl gt langsung mati listrik pas cek beneran mobil parkir makam,1
Posisinya emg daerah banyak jajanan trus ada beberapa tempat sewa sepeda listrik ginian tp si bocil malah ke jalan yg dilewatin mobil motor. Jdnya si motor sm sepeda listrik adeknya jatoh alhamdulillahnya ga luka tp gue shock bgt,Posisinya emg daerah banyak jajanan trus ada beberapa tempat sewa sepeda listrik ginian tp si bocil malah ke jalan yg dilewatin mobil motor Jdnya si motor sm sepeda listrik adeknya jatoh alhamdulillahnya ga luka tp gue shock bgt,posisinya emg daerah banyak jajanan trus ada beberapa tempat sewa sepeda listrik ginian tp si bocil malah ke jalan yg dilewatin mobil motor jdnya si motor sm sepeda listrik adeknya jatoh alhamdulillahnya ga luka tp gue shock bgt,"['posisinya', 'emg', 'daerah', 'banyak', 'jajanan', 'trus', 'ada', 'beberapa', 'tempat', 'sewa', 'sepeda', 'listrik', 'ginian', 'tp', 'si', 'bocil', 'malah', 'ke', 'jalan', 'yg', 'dilewatin', 'mobil', 'motor', 'jdnya', 'si', 'motor', 'sm', 'sepeda', 'listrik', 'adeknya', 'jatoh', 'alhamdulillahnya', 'ga', 'luka', 'tp', 'gue', 'shock', 'bgt']","['posisinya', 'emg', 'daerah', 'jajanan', 'trus', 'sewa', 'sepeda', 'listrik', 'ginian', 'tp', 'si', 'bocil', 'jalan', 'yg', 'dilewatin', 'mobil', 'motor', 'jdnya', 'si', 'motor', 'sm', 'sepeda', 'listrik', 'adeknya', 'jatoh', 'alhamdulillahnya', 'ga', 'luka', 'tp', 'gue', 'shock', 'bgt']",posisi emg daerah jajan trus sewa sepeda listrik ginian tp si bocil jalan yg dilewatin mobil motor jdnya si motor sm sepeda listrik adeknya jatoh alhamdulillah ga luka tp gue shock bgt,1
@tvOneNews pebisnis tambang dan mobil listrik jd menteri jokowi aja udh heran ... KPK berani nya kasus receh di daerah coba nih cek kebijakan subsidi mobil listrik berani kagak @KPK_RI,pebisnis tambang dan mobil listrik jd menteri jokowi aja udh heran  KPK berani nya kasus receh di daerah coba nih cek kebijakan subsidi mobil listrik berani kagak,pebisnis tambang dan mobil listrik jd menteri jokowi aja udh heran  kpk berani nya kasus receh di daerah coba nih cek kebijakan subsidi mobil listrik berani kagak,"['pebisnis', 'tambang', 'dan', 'mobil', 'listrik', 'jd', 'menteri', 'jokowi', 'aja', 'udh', 'heran', 'kpk', 'berani', 'nya', 'kasus', 'receh', 'di', 'daerah', 'coba', 'nih', 'cek', 'kebijakan', 'subsidi', 'mobil', 'listrik', 'berani', 'kagak']","['pebisnis', 'tambang', 'mobil', 'listrik', 'jd', 'menteri', 'jokowi', 'aja', 'udh', 'heran', 'kpk', 'berani', 'nya', 'receh', 'daerah', 'coba', 'nih', 'cek', 'kebijakan', 'subsidi', 'mobil', 'listrik', 'berani', 'kagak']",bisnis tambang mobil listrik jd menteri jokowi aja udh heran kpk berani nya receh daerah coba nih cek bijak subsidi mobil listrik berani kagak,1
@navvable @mochyus10193354 @DokterTifa Rumkit kapal katanya ke palestina aja haluu.... Mobil Esemka halu.... Becak listrik halu..... Food estate halu..... Gimana rakyat percaya #Negerikumakinkocak,Rumkit kapal katanya ke palestina aja haluu Mobil Esemka halu Becak listrik halu Food estate halu Gimana rakyat percaya Negerikumakinkocak,rumkit kapal katanya ke palestina aja haluu mobil esemka halu becak listrik halu food estate halu gimana rakyat percaya negerikumakinkocak,"['rumkit', 'kapal', 'katanya', 'ke', 'palestina', 'aja', 'haluu', 'mobil', 'esemka', 'halu', 'becak', 'listrik', 'halu', 'food', 'estate', 'halu', 'gimana', 'rakyat', 'percaya', 'negerikumakinkocak']","['rumkit', 'kapal', 'palestina', 'aja', 'haluu', 'mobil', 'esemka', 'halu', 'becak', 'listrik', 'halu', 'food', 'estate', 'halu', 'gimana', 'rakyat', 'percaya', 'negerikumakinkocak']",rumkit kapal palestina aja haluu mobil esemka halu becak listrik halu food estate halu gimana rakyat percaya negerikumakinkocak,1
